sample	cluster_joint_r0.3	cluster_joint_r0.5	cluster_joint_r0.8	cluster_joint_r4	tsne_x	tsne_y	modality
UMB5580_3_UMB5580_4_G9_AD010_mch	1	2	2	12	7.7595215	-10.63936	human_frontal_mch
UMB5580_3_UMB5580_4_G9_AD012_mch	14	15	16	47	-12.790891	2.324036	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD001_mch	1	2	2	3	6.1916885	-7.7028155	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD002_mch	2	3	1	26	14.581021	-2.0699236	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD004_mch	7	8	9	6	4.9394207	4.177593	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD006_mch	3	4	5	2	15.942654	6.3201265	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD007_mch	2	3	6	4	13.590417	-0.01612612	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD008_mch	2	3	1	26	13.604205	-2.4026206	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD010_mch	3	4	5	8	15.518951	9.44057	human_frontal_mch
UMB5580_3_UMB5580_4_H10_AD012_mch	3	4	5	8	16.061031	9.38787	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD001_mch	3	4	5	2	16.137272	7.534311	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD002_mch	6	7	7	23	-2.5970485	-6.207377	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD004_mch	3	4	5	2	16.02448	7.3882923	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD006_mch	8	9	10	40	-4.5883265	-4.838759	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD007_mch	6	7	7	23	-0.41118586	-6.520275	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD008_mch	7	8	9	6	3.6774597	4.5952277	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD010_mch	1	1	17	18	12.163736	-10.4197235	human_frontal_mch
UMB5580_3_UMB5580_4_H11_AD012_mch	4	5	4	21	2.497081	1.2561513	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD001_mch	2	3	1	5	12.335429	-0.7105157	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD002_mch	6	7	7	29	-0.6876528	-10.616196	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD004_mch	8	9	10	35	-8.2555275	-8.712994	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD006_mch	1	2	2	14	6.4316216	-9.995392	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD007_mch	15	16	20	36	-14.970555	-7.4200425	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD008_mch	5	6	8	28	7.0879908	15.277968	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD010_mch	3	4	5	2	15.193299	8.791709	human_frontal_mch
UMB5580_3_UMB5580_4_H1_AD012_mch	7	8	9	6	5.079801	3.8041227	human_frontal_mch
UMB5580_3_UMB5580_4_H2_AD001_mch	1	2	2	3	5.4023504	-7.135993	human_frontal_mch
UMB5580_3_UMB5580_4_H2_AD004_mch	4	5	4	11	0.55622995	3.3003707	human_frontal_mch
UMB5580_3_UMB5580_4_H2_AD006_mch	1	2	2	20	5.5486393	-7.689964	human_frontal_mch
UMB5580_3_UMB5580_4_H2_AD007_mch	4	5	4	11	-0.37852988	2.896431	human_frontal_mch
UMB5580_3_UMB5580_4_H2_AD008_mch	4	5	4	11	0.25228995	2.5065854	human_frontal_mch
UMB5580_3_UMB5580_4_H2_AD010_mch	1	2	2	14	7.2506113	-10.696874	human_frontal_mch
UMB5580_3_UMB5580_4_H2_AD012_mch	3	4	5	2	15.693893	7.141239	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD001_mch	5	6	15	46	8.315648	9.208857	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD002_mch	2	3	1	1	11.569574	-3.8523023	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD004_mch	8	9	10	30	-6.3806524	-6.8001103	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD006_mch	2	3	1	5	11.895025	-0.7928669	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD007_mch	6	7	7	32	1.1667095	-8.060814	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD008_mch	1	2	2	3	5.216084	-8.739418	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD010_mch	6	7	7	32	0.9338514	-8.390056	human_frontal_mch
UMB5580_3_UMB5580_4_H3_AD012_mch	3	4	13	41	12.855843	10.191562	human_frontal_mch
UMB5580_3_UMB5580_4_H4_AD001_mch	12	13	13	16	21.15813	-1.6201355	human_frontal_mch
UMB5580_3_UMB5580_4_H4_AD004_mch	16	17	21	43	7.2527647	-0.40561748	human_frontal_mch
UMB5580_3_UMB5580_4_H4_AD006_mch	1	1	3	25	9.942688	-5.5884385	human_frontal_mch
UMB5580_3_UMB5580_4_H4_AD007_mch	5	6	8	22	9.843167	13.192801	human_frontal_mch
UMB5580_3_UMB5580_4_H4_AD008_mch	14	15	16	44	-16.013386	2.6055923	human_frontal_mch
UMB5580_3_UMB5580_4_H4_AD010_mch	8	9	10	30	-6.564144	-6.8191414	human_frontal_mch
UMB5580_3_UMB5580_4_H4_AD012_mch	9	10	11	9	-1.40696	6.7006054	human_frontal_mch
UMB5580_3_UMB5580_4_H5_AD001_mch	8	9	10	37	-4.212423	-9.151906	human_frontal_mch
UMB5580_3_UMB5580_4_H5_AD002_mch	13	14	19	48	-3.5996027	15.286584	human_frontal_mch
UMB5580_3_UMB5580_4_H5_AD004_mch	13	14	22	45	-6.7817826	2.7179332	human_frontal_mch
UMB5580_3_UMB5580_4_H5_AD006_mch	9	10	11	39	-2.785048	4.810176	human_frontal_mch
UMB5580_3_UMB5580_4_H5_AD007_mch	8	9	10	40	-2.6062846	-5.963404	human_frontal_mch
UMB5580_3_UMB5580_4_H5_AD008_mch	1	2	2	20	5.695445	-6.943599	human_frontal_mch
UMB5580_3_UMB5580_4_H5_AD010_mch	3	4	5	2	16.026625	6.785576	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD001_mch	11	12	6	10	17.477224	4.1293354	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD002_mch	12	13	13	16	18.789097	0.9455033	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD004_mch	3	4	5	8	15.426224	9.752275	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD006_mch	2	1	1	1	12.162106	-5.331489	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD007_mch	2	3	1	26	13.484827	-1.5237315	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD008_mch	2	3	1	26	13.908624	-3.1863985	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD010_mch	5	6	8	28	7.9348006	13.764068	human_frontal_mch
UMB5580_3_UMB5580_4_H6_AD012_mch	1	2	2	14	7.0410423	-10.47391	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD001_mch	1	1	17	18	11.6539345	-9.720955	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD002_mch	11	12	6	10	18.386189	4.1730466	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD004_mch	2	3	1	1	10.957653	-5.3750772	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD006_mch	3	4	13	41	13.376053	10.0386	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD007_mch	9	10	11	39	-2.751886	4.092723	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD008_mch	12	13	13	16	21.206896	-1.6324226	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD010_mch	4	5	4	21	1.8426976	-0.34090894	human_frontal_mch
UMB5580_3_UMB5580_4_H7_AD012_mch	3	4	13	41	13.011263	9.953929	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD001_mch	1	2	2	3	5.0601535	-8.782777	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD002_mch	1	2	2	20	6.3429594	-8.115508	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD004_mch	12	13	13	16	21.247564	-1.6035008	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD006_mch	13	14	19	42	-7.206841	4.788049	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD007_mch	4	5	4	21	0.59354734	1.2242635	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD008_mch	1	2	2	3	4.687191	-7.233411	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD010_mch	7	8	9	13	4.4253116	5.4838405	human_frontal_mch
UMB5580_3_UMB5580_4_H8_AD012_mch	6	7	18	33	-3.053888	-9.927849	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD001_mch	14	15	16	44	-16.191425	2.870427	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD002_mch	9	10	11	39	-2.1829262	5.130013	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD004_mch	9	10	11	39	-2.9995568	4.800499	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD006_mch	7	8	9	6	3.8207293	3.199129	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD007_mch	6	7	7	23	-0.44930336	-6.1134834	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD008_mch	2	1	1	25	10.6806135	-3.5192218	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD010_mch	3	4	5	2	15.271216	6.5186954	human_frontal_mch
UMB5580_3_UMB5580_4_H9_AD012_mch	14	15	16	49	-14.916014	1.8783208	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD001_mch	1	2	2	3	5.2354183	-9.182894	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD002_mch	1	1	3	7	8.777168	-7.312746	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD004_mch	2	3	6	4	13.305265	-0.22235686	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD006_mch	14	15	16	47	-13.143659	2.0368173	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD007_mch	12	13	13	16	20.876245	-0.9430804	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD008_mch	9	10	11	9	-0.7777085	6.2143703	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD010_mch	5	6	8	38	11.780063	14.924064	human_frontal_mch
UMB5580_5_UMB5580_6_A10_AD012_mch	8	9	10	30	-5.5303135	-7.1278634	human_frontal_mch
UMB5580_5_UMB5580_6_A11_AD001_mch	5	6	8	38	12.237268	15.114045	human_frontal_mch
UMB5580_5_UMB5580_6_A11_AD002_mch	3	4	5	8	15.423848	9.708577	human_frontal_mch
UMB5580_5_UMB5580_6_A11_AD004_mch	7	8	9	6	3.5280218	4.9157114	human_frontal_mch
UMB5580_5_UMB5580_6_A11_AD007_mch	9	10	11	39	-2.7685456	4.4119477	human_frontal_mch
UMB5580_5_UMB5580_6_A11_AD010_mch	5	6	15	46	8.212505	9.351059	human_frontal_mch
UMB5580_5_UMB5580_6_A11_AD012_mch	5	6	8	28	7.17013	13.70484	human_frontal_mch
UMB5580_5_UMB5580_6_A1_AD002_mch	2	1	1	1	12.61922	-5.1261234	human_frontal_mch
UMB5580_5_UMB5580_6_A1_AD004_mch	1	2	2	14	6.6571283	-9.87526	human_frontal_mch
UMB5580_5_UMB5580_6_A1_AD006_mch	1	2	2	14	7.206212	-9.446708	human_frontal_mch
UMB5580_5_UMB5580_6_A1_AD008_mch	1	2	2	3	5.061569	-7.2221994	human_frontal_mch
UMB5580_5_UMB5580_6_A1_AD010_mch	2	3	1	5	11.822253	-1.4617665	human_frontal_mch
UMB5580_5_UMB5580_6_A1_AD012_mch	8	9	10	35	-8.027159	-8.780479	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD001_mch	14	15	16	44	-16.764334	3.211942	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD002_mch	5	6	8	28	6.8016553	13.711453	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD004_mch	1	2	2	20	5.758832	-6.9088726	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD006_mch	2	3	1	5	11.709752	-1.016035	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD007_mch	2	3	1	5	11.784328	-2.567427	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD008_mch	2	1	3	1	11.983021	-7.11262	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD010_mch	3	4	5	8	15.395825	9.666655	human_frontal_mch
UMB5580_5_UMB5580_6_A2_AD012_mch	12	13	13	16	21.67598	-0.10685375	human_frontal_mch
UMB5580_5_UMB5580_6_A3_AD001_mch	1	2	3	25	8.164002	-6.7300935	human_frontal_mch
UMB5580_5_UMB5580_6_A3_AD002_mch	2	3	1	1	12.665205	-4.631408	human_frontal_mch
UMB5580_5_UMB5580_6_A3_AD004_mch	10	11	14	19	-1.9193963	-1.971125	human_frontal_mch
UMB5580_5_UMB5580_6_A3_AD006_mch	8	9	10	37	-5.093248	-8.999648	human_frontal_mch
UMB5580_5_UMB5580_6_A3_AD007_mch	2	3	1	1	11.988903	-4.429624	human_frontal_mch
UMB5580_5_UMB5580_6_A3_AD008_mch	5	6	8	28	7.6995606	13.425244	human_frontal_mch
UMB5580_5_UMB5580_6_A3_AD010_mch	11	12	6	10	17.073053	3.9861848	human_frontal_mch
UMB5580_5_UMB5580_6_A4_AD001_mch	8	9	10	30	-5.470192	-5.9076033	human_frontal_mch
UMB5580_5_UMB5580_6_A4_AD004_mch	7	8	9	6	3.6200955	4.9213486	human_frontal_mch
UMB5580_5_UMB5580_6_A4_AD006_mch	7	8	9	13	3.768077	7.652929	human_frontal_mch
UMB5580_5_UMB5580_6_A4_AD007_mch	2	3	1	1	11.915506	-3.8382318	human_frontal_mch
UMB5580_5_UMB5580_6_A4_AD008_mch	1	1	3	25	9.603095	-5.6748986	human_frontal_mch
UMB5580_5_UMB5580_6_A4_AD010_mch	10	11	14	19	-2.784428	-1.5276256	human_frontal_mch
UMB5580_5_UMB5580_6_A4_AD012_mch	1	2	2	14	7.0827203	-10.103918	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD001_mch	7	8	9	6	4.900182	4.4822397	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD002_mch	11	12	6	4	15.119201	1.4205506	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD004_mch	7	8	9	13	4.553614	6.3537927	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD006_mch	8	9	10	30	-6.4463363	-7.0497694	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD007_mch	2	3	1	5	11.344253	-0.94439924	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD008_mch	7	8	9	13	4.7600865	5.8698144	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD010_mch	12	13	13	16	20.53861	0.5631293	human_frontal_mch
UMB5580_5_UMB5580_6_A5_AD012_mch	4	5	4	11	1.529007	2.7859437	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD001_mch	1	2	2	12	10.001476	-10.35542	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD002_mch	1	2	2	3	5.427819	-8.599036	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD004_mch	7	8	9	13	3.43394	5.9614196	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD006_mch	7	8	9	6	4.6511927	3.6246405	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD007_mch	3	4	5	8	15.964312	9.6586485	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD008_mch	2	1	3	24	11.576042	-7.0433493	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD010_mch	12	13	13	16	20.797527	-0.0020506515	human_frontal_mch
UMB5580_5_UMB5580_6_A6_AD012_mch	7	8	9	13	4.263771	6.4530115	human_frontal_mch
UMB5580_5_UMB5580_6_A7_AD002_mch	9	10	11	13	1.6602952	6.8980184	human_frontal_mch
UMB5580_5_UMB5580_6_A7_AD004_mch	4	5	4	15	3.47956	1.1216701	human_frontal_mch
UMB5580_5_UMB5580_6_A7_AD006_mch	2	3	6	4	14.83577	-0.8094738	human_frontal_mch
UMB5580_5_UMB5580_6_A7_AD008_mch	2	3	1	1	12.521082	-3.7986639	human_frontal_mch
UMB5580_5_UMB5580_6_A7_AD010_mch	7	8	9	6	5.4011383	4.118856	human_frontal_mch
UMB5580_5_UMB5580_6_A7_AD012_mch	3	4	5	2	16.297728	6.962468	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD001_mch	7	8	9	6	4.6656675	4.7011447	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD002_mch	5	6	8	38	11.496241	13.923995	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD004_mch	2	3	1	1	13.171707	-3.7540827	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD006_mch	15	16	20	36	-15.143189	-7.094672	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD007_mch	4	5	4	11	-0.25411847	2.5600286	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD008_mch	1	1	3	7	10.036	-6.8028965	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD010_mch	4	5	4	21	1.0519149	-0.21208864	human_frontal_mch
UMB5580_5_UMB5580_6_A8_AD012_mch	9	10	11	9	0.2849028	4.7178383	human_frontal_mch
UMB5580_5_UMB5580_6_A9_AD001_mch	9	10	11	9	-0.12495852	5.5696917	human_frontal_mch
UMB5580_5_UMB5580_6_A9_AD002_mch	15	16	20	36	-14.321222	-6.90889	human_frontal_mch
UMB5580_5_UMB5580_6_A9_AD006_mch	5	6	8	22	8.702954	13.270072	human_frontal_mch
UMB5580_5_UMB5580_6_A9_AD007_mch	9	10	11	13	1.8944201	6.957902	human_frontal_mch
UMB5580_5_UMB5580_6_A9_AD008_mch	2	3	1	1	12.755795	-4.252395	human_frontal_mch
UMB5580_5_UMB5580_6_A9_AD012_mch	6	7	7	23	-0.6873143	-5.3777533	human_frontal_mch
UMB5580_5_UMB5580_6_B10_AD001_mch	8	9	10	35	-7.5743365	-8.422695	human_frontal_mch
UMB5580_5_UMB5580_6_B10_AD004_mch	6	7	7	32	0.39188763	-7.2527285	human_frontal_mch
UMB5580_5_UMB5580_6_B10_AD006_mch	14	15	16	47	-12.972331	2.277121	human_frontal_mch
UMB5580_5_UMB5580_6_B10_AD007_mch	13	14	19	48	-3.4361289	15.127662	human_frontal_mch
UMB5580_5_UMB5580_6_B10_AD008_mch	9	10	11	9	-0.01344033	5.2582254	human_frontal_mch
UMB5580_5_UMB5580_6_B10_AD010_mch	1	1	17	18	11.621975	-9.778037	human_frontal_mch
UMB5580_5_UMB5580_6_B10_AD012_mch	13	14	19	48	-3.5788352	15.276832	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD001_mch	1	1	3	25	9.540926	-5.0334272	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD002_mch	3	4	5	2	15.870629	7.1355205	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD004_mch	9	10	11	9	-1.3291532	5.957233	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD006_mch	6	7	18	33	-2.7429154	-7.6449013	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD007_mch	2	3	6	4	13.094598	-0.39088717	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD008_mch	15	16	20	36	-14.718807	-7.570989	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD010_mch	4	5	4	15	3.804387	-0.3323579	human_frontal_mch
UMB5580_5_UMB5580_6_B11_AD012_mch	8	9	10	35	-7.3088045	-8.450362	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD001_mch	4	5	4	11	-0.9448117	2.397532	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD002_mch	1	1	17	18	10.855462	-10.675661	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD004_mch	5	6	8	38	11.066819	14.132745	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD006_mch	3	4	5	2	15.4647045	6.511713	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD007_mch	1	2	2	3	4.989484	-7.4557424	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD008_mch	8	9	10	30	-6.5674453	-6.49973	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD010_mch	5	6	8	28	7.1338396	14.198199	human_frontal_mch
UMB5580_5_UMB5580_6_B1_AD012_mch	6	7	7	32	0.7740192	-7.735009	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD001_mch	6	7	18	33	-2.4515858	-10.328782	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD002_mch	11	12	6	10	18.185974	3.3001084	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD004_mch	2	1	1	1	12.89766	-5.642161	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD006_mch	9	10	11	9	0.18742329	7.3873897	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD007_mch	1	2	2	20	6.349293	-6.871893	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD008_mch	2	3	1	1	12.773554	-4.1573596	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD010_mch	5	6	15	34	7.698494	11.570099	human_frontal_mch
UMB5580_5_UMB5580_6_B2_AD012_mch	8	9	10	30	-5.312407	-5.6906247	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD001_mch	8	9	10	30	-6.37696	-6.4632335	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD002_mch	5	6	8	28	6.84688	15.119975	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD004_mch	3	4	5	2	15.41768	7.019819	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD006_mch	2	1	1	1	11.796723	-5.653748	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD007_mch	4	5	4	15	6.9017124	-3.5016077	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD008_mch	4	5	4	11	-0.36473086	2.4258606	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD010_mch	14	15	16	44	-16.812294	3.35883	human_frontal_mch
UMB5580_5_UMB5580_6_B3_AD012_mch	8	9	10	30	-6.3946824	-7.021467	human_frontal_mch
UMB5580_5_UMB5580_6_B4_AD002_mch	7	8	9	6	4.8302813	4.20194	human_frontal_mch
UMB5580_5_UMB5580_6_B4_AD004_mch	4	5	4	21	1.504105	2.2295513	human_frontal_mch
UMB5580_5_UMB5580_6_B4_AD006_mch	1	2	2	20	6.0779653	-6.969026	human_frontal_mch
UMB5580_5_UMB5580_6_B4_AD007_mch	6	7	7	23	-0.08934715	-5.203222	human_frontal_mch
UMB5580_5_UMB5580_6_B4_AD008_mch	3	4	5	8	15.87547	9.796593	human_frontal_mch
UMB5580_5_UMB5580_6_B4_AD010_mch	2	3	1	26	13.81786	-2.594484	human_frontal_mch
UMB5580_5_UMB5580_6_B4_AD012_mch	5	6	15	34	8.636226	11.467896	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD001_mch	5	6	15	46	8.390318	9.338492	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD002_mch	7	8	9	6	4.4982004	4.2220597	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD004_mch	2	1	3	24	11.090892	-6.650309	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD006_mch	7	8	9	13	3.3961647	5.8473644	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD007_mch	1	2	3	3	7.1666822	-8.212365	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD008_mch	6	7	7	32	1.1086838	-8.554278	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD010_mch	9	10	11	39	-2.7755485	4.710203	human_frontal_mch
UMB5580_5_UMB5580_6_B5_AD012_mch	16	17	21	43	7.6563888	0.12949252	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD001_mch	2	3	1	5	11.486158	-1.1457949	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD002_mch	4	5	4	11	-0.536145	2.7262576	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD004_mch	2	3	1	5	12.304193	-2.3313859	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD006_mch	11	12	6	10	16.592941	4.0090094	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD007_mch	6	7	7	32	1.1886127	-7.516162	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD008_mch	1	1	3	7	10.378078	-7.4703	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD010_mch	2	1	1	1	12.083846	-5.4571104	human_frontal_mch
UMB5580_5_UMB5580_6_B6_AD012_mch	5	6	15	34	8.44384	11.313348	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD001_mch	11	12	6	4	15.109966	1.2688925	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD002_mch	1	1	3	7	8.532945	-7.5837145	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD004_mch	14	15	16	47	-12.868621	2.2889717	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD006_mch	12	13	13	16	19.708525	0.53353864	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD007_mch	12	13	13	16	19.949846	0.4885692	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD008_mch	9	10	11	39	-3.0195477	4.7280617	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD010_mch	3	4	5	2	15.3754	8.012224	human_frontal_mch
UMB5580_5_UMB5580_6_B7_AD012_mch	1	1	3	7	9.507609	-6.8461895	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD001_mch	1	2	2	3	5.327545	-7.4810185	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD002_mch	1	2	2	14	6.965765	-10.425485	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD004_mch	5	6	8	28	6.90603	14.523294	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD006_mch	1	2	2	3	5.7716203	-9.023357	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD007_mch	2	3	1	5	12.177277	-1.4185491	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD008_mch	3	4	5	8	15.721165	8.908784	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD010_mch	7	8	9	13	4.2215257	6.164591	human_frontal_mch
UMB5580_5_UMB5580_6_B8_AD012_mch	15	16	20	36	-15.143407	-6.8227715	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD001_mch	2	1	1	1	12.564973	-6.1737795	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD002_mch	2	3	1	26	14.224837	-2.729687	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD004_mch	2	1	3	24	10.761025	-5.9822845	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD006_mch	6	7	7	29	-0.26567358	-10.01733	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD007_mch	1	2	2	14	5.5510864	-9.428393	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD008_mch	13	14	22	45	-6.7562685	3.035073	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD010_mch	12	13	13	16	21.196798	-1.6272922	human_frontal_mch
UMB5580_5_UMB5580_6_B9_AD012_mch	8	9	10	40	-3.0798988	-5.299059	human_frontal_mch
UMB5580_5_UMB5580_6_C10_AD001_mch	8	9	10	40	-3.8970397	-5.7678885	human_frontal_mch
UMB5580_5_UMB5580_6_C10_AD002_mch	11	12	6	10	18.065603	4.2891536	human_frontal_mch
UMB5580_5_UMB5580_6_C10_AD004_mch	6	7	7	23	-1.2144009	-6.6524186	human_frontal_mch
