sample	cluster_joint_r0.3	cluster_joint_r0.5	cluster_joint_r0.8	cluster_joint_r4	tsne_x	tsne_y	modality
UMB5577_1_UMB5577_2_D10_AD006_rna	1	1	17	18	10.930183	-10.763083	human_frontal_rna
UMB5577_1_UMB5577_2_D10_AD007_rna	11	12	6	10	15.864045	4.3065724	human_frontal_rna
UMB5577_1_UMB5577_2_D10_AD008_rna	1	2	2	3	5.7871785	-9.371649	human_frontal_rna
UMB5577_1_UMB5577_2_D10_AD010_rna	3	4	5	2	14.814962	8.9227705	human_frontal_rna
UMB5577_1_UMB5577_2_D10_AD012_rna	6	7	7	50	-0.09935505	-12.296792	human_frontal_rna
UMB5577_1_UMB5577_2_D11_AD002_rna	4	5	4	15	3.5682633	1.6814015	human_frontal_rna
UMB5577_1_UMB5577_2_D11_AD006_rna	2	3	1	5	11.736389	-2.4990735	human_frontal_rna
UMB5577_1_UMB5577_2_D11_AD007_rna	1	1	12	17	8.241853	-5.1959467	human_frontal_rna
UMB5577_1_UMB5577_2_D11_AD008_rna	2	3	1	5	11.983357	-1.5432038	human_frontal_rna
UMB5577_1_UMB5577_2_D11_AD010_rna	8	9	10	35	-6.381476	-8.234173	human_frontal_rna
UMB5577_1_UMB5577_2_D1_AD001_rna	5	6	15	34	7.6253614	11.381719	human_frontal_rna
UMB5577_1_UMB5577_2_D1_AD002_rna	8	9	10	37	-4.466648	-9.248087	human_frontal_rna
UMB5577_1_UMB5577_2_D1_AD006_rna	1	1	3	18	11.974183	-8.541518	human_frontal_rna
UMB5577_1_UMB5577_2_D1_AD007_rna	2	1	1	1	12.060641	-4.6440754	human_frontal_rna
UMB5577_1_UMB5577_2_D1_AD008_rna	3	4	5	8	16.4456	8.96042	human_frontal_rna
UMB5577_1_UMB5577_2_D1_AD010_rna	1	1	17	18	12.02461	-10.081987	human_frontal_rna
UMB5577_1_UMB5577_2_D1_AD012_rna	4	5	4	15	3.7103398	0.7875623	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD001_rna	5	6	8	22	10.576787	13.6242485	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD002_rna	5	6	8	22	10.437714	13.317462	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD004_rna	1	2	2	3	7.362299	-8.344164	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD006_rna	1	2	12	17	7.260759	-5.9343247	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD007_rna	8	9	10	35	-8.377291	-8.689036	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD008_rna	4	5	4	15	3.8161726	0.39324778	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD010_rna	2	3	6	4	13.029631	-0.6301428	human_frontal_rna
UMB5577_1_UMB5577_2_D2_AD012_rna	5	6	8	22	9.322669	13.405862	human_frontal_rna
UMB5577_1_UMB5577_2_D3_AD001_rna	1	2	12	17	6.221098	-5.4751835	human_frontal_rna
UMB5577_1_UMB5577_2_D3_AD002_rna	3	4	5	2	16.649185	7.440074	human_frontal_rna
UMB5577_1_UMB5577_2_D3_AD006_rna	1	2	2	12	7.4040093	-9.882464	human_frontal_rna
UMB5577_1_UMB5577_2_D3_AD007_rna	1	1	17	18	11.7234	-10.710906	human_frontal_rna
UMB5577_1_UMB5577_2_D3_AD010_rna	8	9	10	35	-8.026631	-8.734189	human_frontal_rna
UMB5577_1_UMB5577_2_D3_AD012_rna	1	1	3	7	9.578802	-7.1771555	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD001_rna	4	5	4	21	1.0823085	0.96903205	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD002_rna	1	2	2	12	9.796062	-10.401371	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD004_rna	11	12	6	10	15.879516	2.8373127	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD006_rna	3	4	5	41	14.186847	9.817941	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD007_rna	4	5	4	21	1.6417094	0.13753502	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD008_rna	1	1	17	18	11.578568	-10.786505	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD010_rna	2	1	1	27	11.476656	-3.297305	human_frontal_rna
UMB5577_1_UMB5577_2_D4_AD012_rna	4	5	4	11	0.23012707	1.5133239	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD001_rna	5	6	8	28	7.043333	13.252945	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD002_rna	1	1	17	18	11.619218	-9.902059	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD004_rna	1	1	3	25	9.333841	-5.5276475	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD006_rna	1	2	2	20	6.359642	-7.466426	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD007_rna	4	5	4	21	1.4784045	1.2509959	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD008_rna	11	12	6	10	15.422931	4.757268	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD010_rna	2	3	6	4	14.574995	0.44004452	human_frontal_rna
UMB5577_1_UMB5577_2_D5_AD012_rna	1	2	2	14	6.337883	-9.395988	human_frontal_rna
UMB5577_1_UMB5577_2_D6_AD001_rna	3	4	5	8	16.478155	9.011671	human_frontal_rna
UMB5577_1_UMB5577_2_D6_AD002_rna	5	6	8	28	7.30843	13.95311	human_frontal_rna
UMB5577_1_UMB5577_2_D6_AD004_rna	7	8	9	6	5.7000546	4.498784	human_frontal_rna
UMB5577_1_UMB5577_2_D6_AD006_rna	1	2	2	24	8.171392	-8.414162	human_frontal_rna
UMB5577_1_UMB5577_2_D6_AD007_rna	2	3	1	5	11.08035	-1.7451847	human_frontal_rna
UMB5577_1_UMB5577_2_D6_AD008_rna	3	4	5	2	15.013043	8.218918	human_frontal_rna
UMB5577_1_UMB5577_2_D6_AD012_rna	4	5	4	21	1.6902242	-0.22952436	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD001_rna	1	2	2	12	7.4203467	-9.667819	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD002_rna	2	1	1	27	10.894634	-5.2544017	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD004_rna	2	1	1	27	11.028705	-2.2218616	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD006_rna	7	8	9	13	4.5400853	5.5417633	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD007_rna	1	2	2	14	6.159494	-10.250894	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD008_rna	10	11	14	19	-3.2267425	-1.5148227	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD010_rna	11	12	6	10	17.91535	3.2784293	human_frontal_rna
UMB5577_1_UMB5577_2_D7_AD012_rna	1	2	12	17	6.9075565	-5.01559	human_frontal_rna
UMB5577_1_UMB5577_2_D8_AD001_rna	1	2	12	17	5.860089	-6.770038	human_frontal_rna
UMB5577_1_UMB5577_2_D8_AD002_rna	2	1	1	27	10.564029	-4.4858446	human_frontal_rna
UMB5577_1_UMB5577_2_D8_AD004_rna	11	12	6	10	15.775482	2.4524007	human_frontal_rna
UMB5577_1_UMB5577_2_D8_AD006_rna	10	11	14	19	-3.1658251	-1.5087031	human_frontal_rna
UMB5577_1_UMB5577_2_D8_AD008_rna	3	4	5	8	16.088549	9.0858345	human_frontal_rna
UMB5577_1_UMB5577_2_D8_AD010_rna	2	1	1	27	10.335927	-4.2410383	human_frontal_rna
UMB5577_1_UMB5577_2_D8_AD012_rna	1	1	17	18	11.789258	-10.710498	human_frontal_rna
UMB5577_1_UMB5577_2_D9_AD001_rna	6	7	7	50	-0.2884228	-12.302238	human_frontal_rna
UMB5577_1_UMB5577_2_D9_AD004_rna	4	5	4	11	0.19039302	3.4623835	human_frontal_rna
UMB5577_1_UMB5577_2_D9_AD006_rna	12	13	13	16	20.238728	0.3148434	human_frontal_rna
UMB5577_1_UMB5577_2_D9_AD007_rna	4	5	4	21	0.82995915	-0.06750627	human_frontal_rna
UMB5577_1_UMB5577_2_D9_AD008_rna	6	7	7	29	-0.57743627	-10.912461	human_frontal_rna
UMB5577_1_UMB5577_2_D9_AD010_rna	1	2	12	17	6.664018	-5.8644147	human_frontal_rna
UMB5577_1_UMB5577_2_D9_AD012_rna	1	1	3	7	10.394244	-6.9917145	human_frontal_rna
UMB5577_1_UMB5577_2_E10_AD001_rna	15	16	20	36	-14.715562	-7.709284	human_frontal_rna
UMB5577_1_UMB5577_2_E10_AD002_rna	4	5	4	21	1.9226425	-0.2311363	human_frontal_rna
UMB5577_1_UMB5577_2_E10_AD006_rna	2	3	1	26	12.728881	-1.8337764	human_frontal_rna
UMB5577_1_UMB5577_2_E10_AD007_rna	2	1	3	24	10.654508	-6.034546	human_frontal_rna
UMB5577_1_UMB5577_2_E10_AD008_rna	2	1	1	27	10.009028	-4.151926	human_frontal_rna
UMB5577_1_UMB5577_2_E10_AD010_rna	4	5	4	11	-1.1325905	3.3132992	human_frontal_rna
UMB5577_1_UMB5577_2_E10_AD012_rna	8	9	10	30	-6.275253	-6.46422	human_frontal_rna
UMB5577_1_UMB5577_2_E11_AD001_rna	1	2	2	12	8.125131	-10.863041	human_frontal_rna
UMB5577_1_UMB5577_2_E11_AD002_rna	2	3	6	4	13.981997	-1.2948451	human_frontal_rna
UMB5577_1_UMB5577_2_E11_AD004_rna	4	5	4	11	-0.5791635	2.3993127	human_frontal_rna
UMB5577_1_UMB5577_2_E11_AD006_rna	11	12	6	10	18.233418	3.2379405	human_frontal_rna
UMB5577_1_UMB5577_2_E11_AD007_rna	4	5	4	11	-1.3156717	3.0276332	human_frontal_rna
UMB5577_1_UMB5577_2_E11_AD008_rna	6	7	18	33	-2.8599474	-8.411206	human_frontal_rna
UMB5577_1_UMB5577_2_E11_AD010_rna	8	9	10	35	-6.5290966	-8.372615	human_frontal_rna
UMB5577_1_UMB5577_2_E1_AD001_rna	3	4	5	8	16.11336	8.276654	human_frontal_rna
UMB5577_1_UMB5577_2_E1_AD002_rna	8	9	10	40	-4.7306533	-4.905829	human_frontal_rna
UMB5577_1_UMB5577_2_E1_AD004_rna	3	4	5	2	14.413202	7.8567343	human_frontal_rna
UMB5577_1_UMB5577_2_E1_AD007_rna	1	2	2	14	6.314644	-9.140465	human_frontal_rna
UMB5577_1_UMB5577_2_E1_AD008_rna	10	11	14	19	-3.6597908	-1.5497378	human_frontal_rna
UMB5577_1_UMB5577_2_E1_AD010_rna	1	2	2	12	9.412779	-10.351482	human_frontal_rna
UMB5577_1_UMB5577_2_E1_AD012_rna	2	1	1	1	12.537731	-5.8734756	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD001_rna	1	1	12	17	7.663889	-4.6213317	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD002_rna	6	7	7	23	-0.9545567	-7.0507045	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD004_rna	1	2	2	12	7.8110642	-11.185051	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD006_rna	7	8	9	13	3.4183478	5.503338	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD007_rna	6	7	7	29	-1.4090791	-10.26514	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD008_rna	1	2	2	3	7.5389686	-7.9442225	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD010_rna	2	3	1	5	11.397902	-2.4446278	human_frontal_rna
UMB5577_1_UMB5577_2_E2_AD012_rna	1	2	2	12	8.546407	-9.07279	human_frontal_rna
UMB5577_1_UMB5577_2_E3_AD001_rna	15	16	20	36	-14.348807	-7.34615	human_frontal_rna
UMB5577_1_UMB5577_2_E3_AD002_rna	8	9	10	37	-4.6552606	-9.715106	human_frontal_rna
UMB5577_1_UMB5577_2_E3_AD004_rna	9	10	11	9	-1.3193502	6.2643504	human_frontal_rna
UMB5577_1_UMB5577_2_E3_AD007_rna	8	9	10	40	7.6552725	-4.1933093	human_frontal_rna
UMB5577_1_UMB5577_2_E3_AD008_rna	5	6	8	22	9.901886	13.617451	human_frontal_rna
UMB5577_1_UMB5577_2_E3_AD010_rna	1	1	17	18	11.478389	-9.778168	human_frontal_rna
UMB5577_1_UMB5577_2_E3_AD012_rna	1	1	3	7	10.357235	-7.8654947	human_frontal_rna
UMB5577_1_UMB5577_2_E4_AD001_rna	1	1	17	18	11.750374	-10.204124	human_frontal_rna
UMB5577_1_UMB5577_2_E4_AD004_rna	15	16	20	36	-14.954531	-6.911664	human_frontal_rna
UMB5577_1_UMB5577_2_E4_AD006_rna	13	14	22	45	-6.849083	2.8436735	human_frontal_rna
UMB5577_1_UMB5577_2_E4_AD007_rna	15	16	20	36	-14.969131	-7.536873	human_frontal_rna
UMB5577_1_UMB5577_2_E4_AD008_rna	1	2	2	3	6.9820523	-7.989585	human_frontal_rna
UMB5577_1_UMB5577_2_E4_AD010_rna	4	5	4	15	7.440047	-3.680504	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD001_rna	8	9	10	30	-6.439499	-6.8481164	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD002_rna	4	5	4	11	-0.5933758	2.0824351	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD004_rna	3	4	5	2	15.221113	8.387573	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD006_rna	9	10	11	9	0.044011716	7.011883	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD007_rna	6	7	18	33	-2.857818	-8.220989	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD008_rna	5	6	15	34	7.6324058	11.811747	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD010_rna	15	16	20	36	-14.0641985	-6.925054	human_frontal_rna
UMB5577_1_UMB5577_2_E5_AD012_rna	9	10	11	39	-2.4043944	3.8041265	human_frontal_rna
UMB5577_1_UMB5577_2_E6_AD001_rna	4	5	4	11	0.7491626	2.4711754	human_frontal_rna
UMB5577_1_UMB5577_2_E6_AD002_rna	9	10	11	9	0.1836205	7.2468414	human_frontal_rna
UMB5577_1_UMB5577_2_E6_AD006_rna	1	1	3	25	9.393175	-5.5421796	human_frontal_rna
UMB5577_1_UMB5577_2_E6_AD007_rna	1	2	2	12	8.14286	-11.281006	human_frontal_rna
UMB5577_1_UMB5577_2_E6_AD008_rna	5	6	8	22	8.5219555	13.223654	human_frontal_rna
UMB5577_1_UMB5577_2_E6_AD010_rna	4	5	4	15	3.180935	1.094962	human_frontal_rna
UMB5577_1_UMB5577_2_E6_AD012_rna	10	11	12	31	5.102198	-3.3466315	human_frontal_rna
UMB5577_1_UMB5577_2_E7_AD001_rna	3	4	5	2	14.50562	8.148385	human_frontal_rna
UMB5577_1_UMB5577_2_E7_AD002_rna	10	11	14	19	-3.160948	-1.5150949	human_frontal_rna
UMB5577_1_UMB5577_2_E7_AD006_rna	12	13	13	16	21.263876	-0.08254973	human_frontal_rna
UMB5577_1_UMB5577_2_E7_AD007_rna	4	5	4	21	2.0750601	0.3710766	human_frontal_rna
UMB5577_1_UMB5577_2_E7_AD008_rna	9	10	11	39	-2.1545043	3.797052	human_frontal_rna
UMB5577_1_UMB5577_2_E7_AD010_rna	1	1	3	7	9.657467	-6.620663	human_frontal_rna
UMB5577_1_UMB5577_2_E7_AD012_rna	1	2	12	17	6.2838287	-6.2978606	human_frontal_rna
UMB5577_1_UMB5577_2_E8_AD002_rna	2	1	1	27	10.848962	-6.2874427	human_frontal_rna
UMB5577_1_UMB5577_2_E8_AD004_rna	4	5	4	21	0.9852903	-0.072979026	human_frontal_rna
UMB5577_1_UMB5577_2_E8_AD006_rna	1	2	2	12	8.59747	-10.997283	human_frontal_rna
UMB5577_1_UMB5577_2_E8_AD007_rna	1	2	3	20	7.790575	-7.087109	human_frontal_rna
UMB5577_1_UMB5577_2_E8_AD008_rna	1	2	2	14	6.1393986	-9.729685	human_frontal_rna
UMB5577_1_UMB5577_2_E8_AD010_rna	6	7	7	23	-0.57005227	-6.4748087	human_frontal_rna
UMB5577_1_UMB5577_2_E8_AD012_rna	4	5	4	11	0.049927115	2.6286418	human_frontal_rna
UMB5577_1_UMB5577_2_E9_AD001_rna	6	7	18	33	-2.9388077	-7.781966	human_frontal_rna
UMB5577_1_UMB5577_2_E9_AD002_rna	6	7	7	32	0.48728776	-7.1501913	human_frontal_rna
UMB5577_1_UMB5577_2_E9_AD004_rna	2	3	6	4	14.235615	-0.25830585	human_frontal_rna
UMB5577_1_UMB5577_2_E9_AD006_rna	1	1	17	18	11.549222	-9.847244	human_frontal_rna
UMB5577_1_UMB5577_2_E9_AD007_rna	1	2	2	14	6.792027	-10.74114	human_frontal_rna
UMB5577_1_UMB5577_2_E9_AD008_rna	1	2	12	17	5.939011	-4.711071	human_frontal_rna
UMB5577_1_UMB5577_2_E9_AD010_rna	1	2	12	17	6.6046157	-5.0390573	human_frontal_rna
UMB5577_1_UMB5577_2_F10_AD001_rna	5	6	8	22	10.269544	14.83728	human_frontal_rna
UMB5577_1_UMB5577_2_F10_AD002_rna	2	1	1	27	10.626321	-5.012439	human_frontal_rna
UMB5577_1_UMB5577_2_F10_AD004_rna	2	3	1	5	11.684727	-2.0447166	human_frontal_rna
UMB5577_1_UMB5577_2_F10_AD006_rna	12	13	13	16	21.197449	-1.3687544	human_frontal_rna
UMB5577_1_UMB5577_2_F10_AD007_rna	1	2	2	12	9.086517	-10.062315	human_frontal_rna
UMB5577_1_UMB5577_2_F10_AD010_rna	1	1	3	7	9.721623	-7.8247867	human_frontal_rna
UMB5577_1_UMB5577_2_F10_AD012_rna	1	2	2	14	6.878713	-10.723634	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD001_rna	2	3	1	5	11.154248	-1.5111834	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD002_rna	3	4	5	8	16.906576	9.208908	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD004_rna	1	1	3	17	9.247664	-5.903719	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD006_rna	1	1	12	17	8.444628	-4.551574	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD007_rna	11	12	6	10	17.196434	3.9238307	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD008_rna	6	7	7	29	-0.27964032	-9.226105	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD010_rna	5	6	8	22	9.752426	14.237126	human_frontal_rna
UMB5577_1_UMB5577_2_F11_AD012_rna	7	8	9	6	4.899921	2.9508564	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD001_rna	5	6	8	38	10.704494	14.804441	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD002_rna	3	4	5	2	15.138278	8.837046	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD004_rna	7	8	9	6	3.6227496	4.959617	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD006_rna	1	2	3	20	7.5369754	-6.7252283	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD007_rna	13	14	22	45	-6.8784785	2.903404	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD008_rna	11	12	6	10	17.86497	3.0081248	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD010_rna	2	1	1	27	10.118698	-4.5386677	human_frontal_rna
UMB5577_1_UMB5577_2_F1_AD012_rna	4	5	4	21	2.03789	-0.23574406	human_frontal_rna
UMB5577_1_UMB5577_2_F2_AD001_rna	4	5	4	11	-0.21627064	2.7733803	human_frontal_rna
UMB5577_1_UMB5577_2_F2_AD002_rna	8	9	10	35	-6.728848	-8.354818	human_frontal_rna
UMB5577_1_UMB5577_2_F2_AD004_rna	1	2	2	3	5.5835238	-8.893016	human_frontal_rna
UMB5577_1_UMB5577_2_F2_AD006_rna	6	7	7	32	0.66821915	-7.2175727	human_frontal_rna
UMB5577_1_UMB5577_2_F2_AD007_rna	4	5	4	21	1.212031	0.814296	human_frontal_rna
UMB5577_1_UMB5577_2_F2_AD008_rna	5	6	8	22	10.311947	14.236143	human_frontal_rna
UMB5577_1_UMB5577_2_F2_AD012_rna	8	9	10	37	-4.8855267	-9.160004	human_frontal_rna
UMB5577_1_UMB5577_2_F3_AD002_rna	3	4	5	8	15.809185	9.0948105	human_frontal_rna
UMB5577_1_UMB5577_2_F3_AD004_rna	1	2	2	14	5.818068	-9.712187	human_frontal_rna
UMB5577_1_UMB5577_2_F3_AD006_rna	1	1	3	18	10.457764	-9.127525	human_frontal_rna
UMB5577_1_UMB5577_2_F3_AD008_rna	1	1	3	25	9.66991	-3.5830305	human_frontal_rna
UMB5577_1_UMB5577_2_F3_AD010_rna	3	4	5	8	16.67792	9.251632	human_frontal_rna
UMB5577_1_UMB5577_2_F3_AD012_rna	1	2	2	14	7.2922053	-9.617791	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD001_rna	1	2	2	14	6.7211947	-9.736089	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD002_rna	8	9	10	40	-4.245286	-4.318797	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD004_rna	8	9	10	37	-3.9903765	-9.723687	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD006_rna	14	15	16	47	-12.965979	2.0957582	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD007_rna	11	12	6	10	16.681376	2.6337733	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD008_rna	1	2	12	17	6.184499	-5.947614	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD010_rna	9	10	11	9	-0.007079048	5.312888	human_frontal_rna
UMB5577_1_UMB5577_2_F4_AD012_rna	3	4	5	8	15.700571	9.205265	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD001_rna	1	1	12	17	8.158802	-4.7307305	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD002_rna	7	8	9	6	4.949737	5.1973643	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD004_rna	6	7	7	29	-0.40970856	-10.3778305	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD006_rna	8	9	10	40	-4.332765	-4.468391	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD007_rna	1	1	3	7	8.765496	-7.5471277	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD008_rna	4	5	4	11	-1.1400076	2.8409429	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD010_rna	1	2	12	17	6.3223248	-5.659422	human_frontal_rna
UMB5577_1_UMB5577_2_F5_AD012_rna	3	4	13	41	12.894455	10.582343	human_frontal_rna
UMB5577_1_UMB5577_2_F6_AD001_rna	1	2	2	12	9.158986	-10.660151	human_frontal_rna
UMB5577_1_UMB5577_2_F6_AD002_rna	1	1	17	18	11.2281	-10.793611	human_frontal_rna
UMB5577_1_UMB5577_2_F6_AD006_rna	1	2	12	17	5.898182	-6.2834706	human_frontal_rna
UMB5577_1_UMB5577_2_F6_AD007_rna	10	11	14	19	-2.138467	-1.508885	human_frontal_rna
UMB5577_1_UMB5577_2_F6_AD008_rna	2	3	6	4	14.358202	0.6304368	human_frontal_rna
UMB5577_1_UMB5577_2_F6_AD010_rna	2	1	1	27	11.018151	-4.0440626	human_frontal_rna
UMB5577_1_UMB5577_2_F6_AD012_rna	6	7	7	32	1.2333647	-7.8288045	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD001_rna	2	3	6	4	14.093239	1.159058	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD002_rna	4	5	4	11	0.42122653	2.5350854	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD004_rna	1	2	2	3	6.1706986	-8.517059	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD006_rna	5	6	15	34	8.655224	11.801879	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD007_rna	15	16	20	36	-14.962154	-7.5132895	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD008_rna	1	1	3	18	12.052346	-8.515974	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD010_rna	1	2	3	20	7.879557	-7.0955434	human_frontal_rna
UMB5577_1_UMB5577_2_F7_AD012_rna	1	1	3	7	8.837681	-7.2373433	human_frontal_rna
UMB5577_1_UMB5577_2_F8_AD001_rna	1	2	2	12	8.683571	-10.833464	human_frontal_rna
UMB5577_1_UMB5577_2_F8_AD002_rna	8	9	10	30	-6.397239	-6.255683	human_frontal_rna
UMB5577_1_UMB5577_2_F8_AD004_rna	1	1	17	18	11.233963	-11.017131	human_frontal_rna
UMB5577_1_UMB5577_2_F8_AD006_rna	1	1	17	18	11.41153	-9.474645	human_frontal_rna
UMB5577_1_UMB5577_2_F8_AD007_rna	1	1	3	25	9.7201805	-5.453601	human_frontal_rna
UMB5577_1_UMB5577_2_F8_AD010_rna	2	1	1	27	11.163335	-4.332868	human_frontal_rna
UMB5577_1_UMB5577_2_F8_AD012_rna	2	1	3	7	10.244054	-6.381931	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD001_rna	2	1	3	27	10.0404415	-5.229815	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD002_rna	9	10	11	39	-2.5058944	4.168263	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD004_rna	7	8	9	6	5.042409	3.1622794	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD006_rna	5	6	8	22	9.066338	14.087143	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD007_rna	1	2	3	20	7.984718	-6.640844	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD008_rna	9	10	11	9	-0.3764765	6.114557	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD010_rna	7	8	9	13	4.8127656	5.9532666	human_frontal_rna
UMB5577_1_UMB5577_2_F9_AD012_rna	3	4	5	2	14.894026	7.757952	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD001_rna	1	1	3	18	11.079965	-8.075678	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD002_rna	8	9	10	37	-4.797469	-7.0954533	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD004_rna	6	7	18	33	-2.8777018	-9.410757	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD006_rna	6	7	7	29	-1.6149577	-10.498552	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD007_rna	1	1	3	7	9.327073	-7.0223956	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD008_rna	6	7	7	23	-1.0584297	-7.0779223	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD010_rna	6	7	7	23	-2.2968593	-6.431899	human_frontal_rna
UMB5577_1_UMB5577_2_G10_AD012_rna	6	7	7	23	-0.0264368	-4.6256313	human_frontal_rna
UMB5577_1_UMB5577_2_G11_AD001_rna	10	11	14	19	-3.0062194	-1.4431592	human_frontal_rna
UMB5577_1_UMB5577_2_G11_AD002_rna	2	1	1	27	10.1222725	-3.8763309	human_frontal_rna
UMB5577_1_UMB5577_2_G11_AD004_rna	8	9	10	35	-8.600228	-8.3698015	human_frontal_rna
UMB5577_1_UMB5577_2_G11_AD007_rna	2	3	1	1	11.769567	-4.633658	human_frontal_rna
UMB5577_1_UMB5577_2_G11_AD008_rna	6	7	7	32	1.1364052	-7.3130326	human_frontal_rna
UMB5577_1_UMB5577_2_G11_AD010_rna	13	14	22	45	-7.128596	3.2625487	human_frontal_rna
UMB5577_1_UMB5577_2_G11_AD012_rna	1	1	17	18	11.16792	-10.937197	human_frontal_rna
UMB5577_1_UMB5577_2_G1_AD001_rna	2	3	1	1	11.634489	-3.486661	human_frontal_rna
UMB5577_1_UMB5577_2_G1_AD002_rna	1	1	3	18	10.919673	-8.3686495	human_frontal_rna
UMB5577_1_UMB5577_2_G1_AD004_rna	2	3	1	5	12.129628	-2.675801	human_frontal_rna
